Syringe,H2O_mL,air_mL,eq_temp,ResetTime,DATETIME,samplenum,ENDTIME,CO2_ppm,delCO2,CH4,delCH4,batch
NI86,70,70,21.1,2023-07-28 16:19:46,2023-07-28T16:19:46Z,16,2023-07-28T16:20:26Z,1087.4760508603717,-18.50021001374359,-0.0010970670746,-152.32598676,2
37,70,70,21.1,2023-07-28 16:22:12,2023-07-28T16:22:12Z,17,2023-07-28T16:22:52Z,1464.6109767008204,-3.9303686779666664,-0.0010970670746,-152.32598676,2
NI24,70,70,21.1,2023-07-28 16:24:28,2023-07-28T16:24:28Z,18,2023-07-28T16:25:08Z,1330.2641238150898,-16.765586460128205,-0.0010970670746,-152.32598676,2
5,70,70,21.1,2023-07-28 16:26:46,2023-07-28T16:26:46Z,19,2023-07-28T16:27:26Z,2131.5780095698333,-6.835622152258974,-0.0010970670746,-152.32598676,2
95,70,70,21.1,2023-07-28 16:28:57,2023-07-28T16:28:57Z,20,2023-07-28T16:29:37Z,2402.766987309474,-6.082632001547436,-0.0010970670746,-152.32598676,2
NI51,70,70,21.1,2023-07-28 16:31:17,2023-07-28T16:31:17Z,21,2023-07-28T16:31:57Z,1783.4001849308206,-16.677712223371795,-0.0010970670746,-152.32598676,2
NI13,70,70,21.1,2023-07-28 16:33:36,2023-07-28T16:33:36Z,22,2023-07-28T16:34:16Z,1751.5215773484745,-16.785675892846154,-0.0010970670746,-152.32598676,2
BH12,70,70,21.1,2023-07-28 16:35:47,2023-07-28T16:35:47Z,23,2023-07-28T16:36:27Z,1969.6669384705385,-5.852849842360256,-0.0010970670746,-152.32598676,2
NI135,70,70,21.1,2023-07-28 16:38:03,2023-07-28T16:38:03Z,24,2023-07-28T16:38:43Z,1998.304713934077,-17.593838592076924,-0.0010970670746,-152.32598676,2
NI25,70,70,21.1,2023-07-28 16:40:20,2023-07-28T16:40:20Z,25,2023-07-28T16:41:00Z,1853.399327465282,-17.25143491202564,-0.0010970670746,-152.32598676,2
NI23,70,70,21.1,2023-07-28 16:42:30,2023-07-28T16:42:30Z,26,2023-07-28T16:43:10Z,1371.668779391641,-17.03261919673077,-0.0010970670746,-152.32598676,2
U028,70,70,21.1,2023-07-28 16:44:57,2023-07-28T16:44:57Z,27,2023-07-28T16:45:37Z,2151.6646754578974,-6.512638465103846,-0.0010970670746,-152.32598676,2
33,70,70,21.1,2023-07-28 16:47:14,2023-07-28T16:47:14Z,28,2023-07-28T16:47:54Z,1550.8692812681154,-5.823928492778205,-0.0010970670746,-152.32598676,2
NI126,70,70,21.1,2023-07-28 16:49:24,2023-07-28T16:49:24Z,29,2023-07-28T16:50:04Z,1747.5426665941154,-18.35893258866667,-0.0010970670746,-152.32598676,2
U013,70,70,21.1,2023-07-28 16:51:38,2023-07-28T16:51:38Z,30,2023-07-28T16:52:18Z,1490.7375077481922,-7.5749751018666664,-0.0010970670746,-152.32598676,2
NI7,70,70,21.1,2023-07-28 16:53:54,2023-07-28T16:53:54Z,31,2023-07-28T16:54:34Z,1226.036619586577,-17.01559553002564,-0.0010970670746,-152.32598676,2
147,70,70,21.1,2023-07-28 16:56:20,2023-07-28T16:56:20Z,32,2023-07-28T16:57:00Z,958.8421863890513,-6.186705327646154,-0.0010970670746,-152.32598676,2
79,70,70,21.1,2023-07-28 16:58:34,2023-07-28T16:58:34Z,33,2023-07-28T16:59:14Z,1429.446504579205,-9.554267176264103,-0.0010970670746,-152.32598676,2
34,70,70,21.1,2023-07-28 17:00:51,2023-07-28T17:00:51Z,34,2023-07-28T17:01:31Z,877.6840136073872,-8.702808079266667,-0.0010970670746,-152.32598676,2
81,70,70,21.1,2023-07-28 17:03:21,2023-07-28T17:03:21Z,35,2023-07-28T17:04:01Z,1412.5403221669744,-6.794624836648718,-0.0010970670746,-152.32598676,2
83,70,70,21.1,2023-07-28 17:05:33,2023-07-28T17:05:33Z,36,2023-07-28T17:06:13Z,1424.303135525987,-6.893756857439744,-0.0010970670746,-152.32598676,2
NI9,70,70,21.1,2023-07-28 17:07:51,2023-07-28T17:07:51Z,37,2023-07-28T17:08:31Z,852.0121509990641,-17.783381724423077,-0.0010970670746,-152.32598676,2
NI18,70,70,21.1,2023-07-28 17:10:13,2023-07-28T17:10:13Z,38,2023-07-28T17:10:53Z,1826.1719257261625,-16.75787925802564,-0.0010970670746,-152.32598676,2
BH21,70,70,21.1,2023-07-28 17:12:24,2023-07-28T17:12:24Z,39,2023-07-28T17:13:04Z,899.560824868459,-8.65632327525641,-0.0010970670746,-152.32598676,2
U025,70,70,21.1,2023-07-28 17:14:43,2023-07-28T17:14:43Z,40,2023-07-28T17:15:23Z,1588.2155589115127,-8.894350668978205,-0.0010970670746,-152.32598676,2
NI12,70,70,21.1,2023-07-28 17:17:09,2023-07-28T17:17:09Z,41,2023-07-28T17:17:49Z,1174.5643505107307,-16.390955205358974,-0.0010970670746,-152.32598676,2
98,70,70,21.1,2023-07-28 17:19:29,2023-07-28T17:19:29Z,42,2023-07-28T17:20:09Z,1022.1635254513974,-5.595040289810257,-0.0010970670746,-152.32598676,2
NI21,70,70,21.1,2023-07-28 17:21:48,2023-07-28T17:21:48Z,43,2023-07-28T17:22:28Z,795.8754628877449,-16.154939797884616,-0.0010970670746,-152.32598676,2
92,70,70,21.1,2023-07-28 17:23:56,2023-07-28T17:23:56Z,44,2023-07-28T17:24:36Z,848.8717425244718,-4.992079097076923,-0.0010970670746,-152.32598676,2
NI117,70,70,21.1,2023-07-28 17:26:11,2023-07-28T17:26:11Z,45,2023-07-28T17:26:51Z,1204.9972434045258,-16.861808299461536,-0.0010970670746,-152.32598676,2
NI20,70,70,21.1,2023-07-28 17:28:40,2023-07-28T17:28:40Z,46,2023-07-28T17:29:20Z,1294.699600536141,-16.415633246807694,-0.0010970670746,-152.32598676,2
NI102,70,70,21.1,2023-07-28 17:30:59,2023-07-28T17:30:59Z,47,2023-07-28T17:31:39Z,960.0151749238718,-16.972742722794873,-0.0010970670746,-152.32598676,2
